year,month,country,region,total,tourist,business,others,short_excursion
1997,December,Belgium,Europe,587,226,311,50,0
1997,December,Brazil,South America,2568,2273,128,120,47
1997,December,Canada,North America,7421,5403,1290,728,0
1997,December,China,Asia,16484,2247,5333,6175,2729
1997,December,Denmark,Europe,583,274,267,42,0
1997,December,Europe Unclassified,Europe,1825,909,431,438,47
1997,December,Finland,Europe,584,304,231,49,0
1997,December,France,Europe,4290,1949,1843,498,0
1997,December,Germany,Europe,4858,2320,2142,396,0
1997,December,Hong Kong,Asia,30832,28342,1888,166,436
1997,December,India,Asia,2075,415,1019,411,230
1997,December,Indonesia,Asia,2446,940,565,530,411
1997,December,Ireland,Europe,758,490,177,91,0
1997,December,Israel,Asia,528,178,299,51,0
1997,December,Italy,Europe,1732,841,791,100,0
1997,December,Korea,Asia,56137,30979,19205,4874,1079
1997,December,Malaysia,Asia,8381,6998,1317,66,0
1997,December,Mexico,North America,629,416,117,96,0
1997,December,Netherland,Europe,1342,539,713,90,0
1997,December,New Zealand,Oceania,1965,1336,405,224,0
1997,December,North America Unclassified,North America,283,147,102,32,2
1997,December,Norway,Europe,446,219,200,27,0
1997,December,Oceania Unclassified,Oceania,182,81,32,39,30
1997,December,Philippines,Asia,6194,1149,615,4112,318
1997,December,Russia,Europe,2644,986,465,739,454
1997,December,Singapore,Asia,3483,2001,1217,262,3
1997,December,South America Unclassified,South America,1104,817,137,132,18
1997,December,Spain,Europe,688,350,225,113,0
1997,December,Sweden,Europe,1348,609,608,131,0
1997,December,Swiss,Europe,1251,631,558,62,0
1997,December,Taiwan,Asia,44012,37648,5269,1095,0
1997,December,Thailand,Asia,2740,1285,805,355,295
1997,December,U.S.A.,North America,43300,21517,17573,4210,0
1997,December,United Kingdom,Europe,11719,6710,4013,996,0
1997,February,Africa,Africa,711,177,272,240,22
1997,February,Asia Unclassified,Asia,2944,703,1168,893,180
1997,February,Australia,Oceania,5411,1808,1612,658,1333
1997,February,Austria,Europe,694,318,341,35,0
1997,February,Belgium,Europe,541,129,383,29,0
1997,February,Brazil,South America,1966,1498,193,218,57
1997,February,Canada,North America,6393,3931,1758,703,1
1997,February,China,Asia,17981,1467,3690,10426,2398
1997,February,Denmark,Europe,641,232,359,50,0
1997,February,Europe Unclassified,Europe,1619,674,552,343,50
1997,February,Finland,Europe,617,234,342,41,0
1997,February,France,Europe,4160,1488,2272,400,0
1997,February,Germany,Europe,5657,1962,3251,444,0
1997,February,Hong Kong,Asia,23921,21185,1981,372,383
1997,February,India,Asia,1702,217,1034,335,116
1997,February,Indonesia,Asia,5183,1628,768,1091,1696
1997,February,Ireland,Europe,725,351,284,90,0
1997,February,Israel,Asia,449,137,280,32,0
1997,February,Italy,Europe,1780,561,1123,96,0
1997,February,Korea,Asia,76157,45225,23908,5563,1461
1997,February,Malaysia,Asia,4416,3160,1147,108,1
1997,February,Mexico,North America,577,263,208,106,0
1997,February,Netherland,Europe,1488,527,861,100,0
1997,February,New Zealand,Oceania,1549,660,696,193,0
1997,February,North America Unclassified,North America,282,140,85,54,3
1997,February,Norway,Europe,596,222,356,18,0
1997,February,Oceania Unclassified,Oceania,109,28,28,51,2
1997,February,Philippines,Asia,4546,975,811,2453,307
1997,February,Russia,Europe,1813,824,440,227,322
1997,February,Singapore,Asia,4573,2781,1278,475,39
1997,February,South America Unclassified,South America,935,581,185,162,7
1997,February,Spain,Europe,934,321,488,125,0
1997,February,Sweden,Europe,1411,480,819,112,0
1997,February,Swiss,Europe,1177,453,675,49,0
1997,February,Taiwan,Asia,69155,62532,4565,2058,0
1997,February,Thailand,Asia,4891,2296,1773,509,313
1997,February,U.S.A.,North America,39544,15302,21034,3205,3
1997,February,United Kingdom,Europe,11728,5437,5486,804,1
1997,January,Africa,Africa,925,153,306,445,21
1997,January,Asia Unclassified,Asia,3197,618,1083,1278,218
1997,January,Australia,Oceania,7364,2444,1487,1941,1492
1997,January,Austria,Europe,730,187,280,263,0
1997,January,Belgium,Europe,612,144,360,108,0
1997,January,Brazil,South America,2418,1730,203,394,91
1997,January,Canada,North America,8465,3981,1656,2825,3
1997,January,China,Asia,23402,1592,4466,14300,3044
1997,January,Denmark,Europe,712,237,362,113,0
1997,January,Europe Unclassified,Europe,1652,399,507,712,34
1997,January,Finland,Europe,611,262,278,71,0
1997,January,France,Europe,4295,1254,2085,956,0
1997,January,Germany,Europe,5609,1639,2894,1076,0
1997,January,Hong Kong,Asia,10300,7252,2168,459,421
1997,January,India,Asia,2501,261,1369,725,146
1997,January,Indonesia,Asia,2889,508,720,1065,596
1997,January,Ireland,Europe,967,360,251,356,0
1997,January,Israel,Asia,471,115,304,52,0
1997,January,Italy,Europe,2166,568,1269,329,0
1997,January,Korea,Asia,99749,63078,23350,10240,3081
1997,January,Malaysia,Asia,2634,1102,1351,181,0
1997,January,Mexico,North America,636,330,156,150,0
1997,January,Netherland,Europe,1383,378,818,187,0
1997,January,New Zealand,Oceania,1886,793,484,609,0
1997,January,North America Unclassified,North America,320,139,82,98,1
1997,January,Norway,Europe,627,203,334,90,0
1997,January,Oceania Unclassified,Oceania,226,59,55,102,10
1997,January,Philippines,Asia,5709,860,929,3379,541
1997,January,Russia,Europe,1571,534,398,344,295
1997,January,Singapore,Asia,2965,980,1323,653,9
1997,January,South America Unclassified,South America,1554,962,153,415,24
1997,January,Spain,Europe,613,226,198,189,0
1997,January,Sweden,Europe,1441,450,776,215,0
1997,January,Swiss,Europe,1153,409,592,152,0
1997,January,Taiwan,Asia,37456,28869,5412,3175,0
1997,January,Thailand,Asia,3518,774,1409,895,440
1997,January,U.S.A.,North America,46911,15874,20560,10464,13
1997,January,United Kingdom,Europe,12201,3819,5190,3191,1
1997,July,Africa,Africa,1105,365,381,332,27
1997,July,Asia Unclassified,Asia,4246,1510,1610,878,248
1997,July,Australia,Oceania,9143,3594,1850,1067,2632
1997,July,Austria,Europe,888,483,245,160,0
1997,July,Belgium,Europe,750,408,299,43,0
1997,July,Brazil,South America,3261,2621,244,348,48
1997,July,Canada,North America,8089,5222,1579,1287,1
1997,July,China,Asia,20884,3943,5256,8358,3327
1997,July,Denmark,Europe,679,397,235,47,0
1997,July,Europe Unclassified,Europe,2535,1261,642,571,61
1997,July,Finland,Europe,530,286,191,53,0
1997,July,France,Europe,5468,2995,1931,542,0
1997,July,Germany,Europe,5950,2600,2843,507,0
1997,July,Hong Kong,Asia,26245,23150,2189,337,569
1997,July,India,Asia,2904,637,1593,483,191
1997,July,Indonesia,Asia,5895,2380,1215,1035,1265
1997,July,Ireland,Europe,858,472,247,139,0
1997,July,Israel,Asia,725,383,295,47,0
1997,July,Italy,Europe,2644,1020,1440,184,0
1997,July,Korea,Asia,98602,64169,26562,4835,3036
1997,July,Malaysia,Asia,3416,1697,1626,93,0
1997,July,Mexico,North America,1216,914,164,138,0
1997,July,Netherland,Europe,1723,865,731,127,0
1997,July,New Zealand,Oceania,2851,1758,761,332,0
1997,July,North America Unclassified,North America,585,296,121,165,3
1997,July,Norway,Europe,561,298,228,35,0
1997,July,Oceania Unclassified,Oceania,485,290,83,104,8
1997,July,Philippines,Asia,7410,1571,1222,4294,323
1997,July,Russia,Europe,3421,1842,567,829,183
1997,July,Singapore,Asia,3790,1438,2015,332,5
1997,July,South America Unclassified,South America,1438,970,269,176,23
1997,July,Spain,Europe,1142,687,364,91,0
1997,July,Sweden,Europe,1176,558,527,91,0
1997,July,Swiss,Europe,1671,884,717,70,0
1997,July,Taiwan,Asia,102683,95774,5591,1318,0
1997,July,Thailand,Asia,3683,1453,1418,498,314
1997,July,U.S.A.,North America,53572,27505,20346,5720,1
1997,July,United Kingdom,Europe,14890,7716,5309,1865,0
1997,June,Africa,Africa,1071,266,447,342,16
1997,June,Asia Unclassified,Asia,4053,1172,1657,1064,160
1997,June,Australia,Oceania,9057,3402,1928,678,3049
1997,June,Austria,Europe,589,196,316,77,0
1997,June,Belgium,Europe,802,222,531,49,0
1997,June,Brazil,South America,2207,1590,255,306,56
1997,June,Canada,North America,6319,3796,1798,725,0
1997,June,China,Asia,19179,2334,5605,7402,3838
1997,June,Denmark,Europe,730,308,374,47,1
1997,June,Europe Unclassified,Europe,2380,890,732,712,46
1997,June,Finland,Europe,766,382,329,55,0
1997,June,France,Europe,4727,1696,2576,455,0
1997,June,Germany,Europe,5332,1628,3301,403,0
1997,June,Hong Kong,Asia,22313,19471,2226,221,395
1997,June,India,Asia,2926,734,1478,486,228
1997,June,Indonesia,Asia,5404,2023,1169,1109,1103
1997,June,Ireland,Europe,784,356,286,141,1
1997,June,Israel,Asia,689,313,345,31,0
1997,June,Italy,Europe,2129,733,1275,121,0
1997,June,Korea,Asia,77420,42544,28376,4663,1837
1997,June,Malaysia,Asia,7932,6059,1777,93,3
1997,June,Mexico,North America,710,478,174,58,0
1997,June,Netherland,Europe,1645,529,1000,105,11
1997,June,New Zealand,Oceania,2576,1678,736,162,0
1997,June,North America Unclassified,North America,374,188,131,55,0
1997,June,Norway,Europe,510,192,287,31,0
1997,June,Oceania Unclassified,Oceania,288,113,71,91,13
1997,June,Philippines,Asia,7473,1570,1300,3956,647
1997,June,Russia,Europe,2693,1461,568,343,321
1997,June,Singapore,Asia,4291,1848,2091,341,11
1997,June,South America Unclassified,South America,1387,907,274,193,13
1997,June,Spain,Europe,733,344,298,91,0
1997,June,Sweden,Europe,1460,525,750,185,0
1997,June,Swiss,Europe,1337,471,805,61,0
1997,June,Taiwan,Asia,71733,64609,5852,1269,3
1997,June,Thailand,Asia,4217,1357,2035,464,361
1997,June,U.S.A.,North America,54312,27637,22794,3880,1
1997,June,United Kingdom,Europe,12045,5151,5892,1002,0
1997,March,Africa,Africa,1123,269,549,273,32
1997,March,Asia Unclassified,Asia,3482,826,1449,1031,176
1997,March,Australia,Oceania,8122,3105,2025,1155,1837
1997,March,Austria,Europe,1055,579,368,108,0
1997,March,Belgium,Europe,936,351,500,85,0
1997,March,Brazil,South America,2781,2086,350,279,66
1997,March,Canada,North America,9311,5795,2191,1325,0
1997,March,China,Asia,21737,2650,5364,11291,2432
1997,March,Denmark,Europe,978,457,471,50,0
1997,March,Europe Unclassified,Europe,2329,947,745,588,49
1997,March,Finland,Europe,788,315,407,66,0
1997,March,France,Europe,5188,1646,2806,736,0
1997,March,Germany,Europe,8696,4472,3535,689,0
1997,March,Hong Kong,Asia,23606,20234,2594,426,352
1997,March,India,Asia,2308,386,1338,483,101
1997,March,Indonesia,Asia,3067,963,1093,711,300
1997,March,Ireland,Europe,924,501,295,128,0
1997,March,Israel,Asia,649,255,342,52,0
1997,March,Italy,Europe,2485,979,1348,158,0
1997,March,Korea,Asia,79014,40207,28366,9540,901
1997,March,Malaysia,Asia,4254,2331,1786,137,0
1997,March,Mexico,North America,1175,619,410,146,0
1997,March,Netherland,Europe,1984,647,1210,127,0
1997,March,New Zealand,Oceania,2318,1062,813,443,0
1997,March,North America Unclassified,North America,386,158,138,85,5
1997,March,Norway,Europe,772,322,397,53,0
1997,March,Oceania Unclassified,Oceania,242,76,74,82,10
1997,March,Philippines,Asia,5955,1585,1228,2463,679
1997,March,Russia,Europe,2575,1120,588,450,417
1997,March,Singapore,Asia,4860,1643,2085,1125,7
1997,March,South America Unclassified,South America,1368,820,338,179,31
1997,March,Spain,Europe,930,407,392,131,0
1997,March,Sweden,Europe,1862,751,948,163,0
1997,March,Swiss,Europe,1691,798,803,90,0
1997,March,Taiwan,Asia,68297,59136,5824,3337,0
1997,March,Thailand,Asia,5617,2288,2309,770,250
1997,March,U.S.A.,North America,55654,26008,23807,5833,6
1997,March,United Kingdom,Europe,16350,8658,6326,1366,0
1997,May,Africa,Africa,1385,379,525,454,27
1997,May,Asia Unclassified,Asia,4124,1053,1635,1199,237
1997,May,Australia,Oceania,7959,2795,2184,782,2198
1997,May,Austria,Europe,881,440,368,73,0
1997,May,Belgium,Europe,788,303,420,65,0
1997,May,Brazil,South America,2543,1954,310,217,62
1997,May,Canada,North America,7523,4314,2004,1205,0
1997,May,China,Asia,22495,2614,6614,10076,3191
1997,May,Denmark,Europe,681,230,400,51,0
1997,May,Europe Unclassified,Europe,2281,946,743,559,33
1997,May,Finland,Europe,781,251,469,61,0
1997,May,France,Europe,5210,1892,2701,617,0
1997,May,Germany,Europe,6784,2666,3621,497,0
1997,May,Hong Kong,Asia,18183,14887,2593,252,451
1997,May,India,Asia,3035,780,1486,586,183
1997,May,Indonesia,Asia,3509,1004,1094,1004,407
1997,May,Ireland,Europe,887,400,332,155,0
1997,May,Israel,Asia,669,267,342,60,0
1997,May,Italy,Europe,2507,892,1364,251,0
1997,May,Korea,Asia,80260,46758,26853,5659,990
1997,May,Malaysia,Asia,4751,2825,1812,111,3
1997,May,Mexico,North America,1050,671,267,110,2
1997,May,Netherland,Europe,1876,618,1150,108,0
1997,May,New Zealand,Oceania,2555,1412,950,193,0
1997,May,North America Unclassified,North America,426,176,144,100,6
1997,May,Norway,Europe,693,273,385,35,0
1997,May,Oceania Unclassified,Oceania,186,46,40,91,9
1997,May,Philippines,Asia,7890,2112,1268,3257,1253
1997,May,Russia,Europe,2817,1444,588,541,244
1997,May,Singapore,Asia,5873,3342,2037,478,16
1997,May,South America Unclassified,South America,1837,1195,361,253,28
1997,May,Spain,Europe,881,373,386,122,0
1997,May,Sweden,Europe,1655,501,1044,110,0
1997,May,Swiss,Europe,1600,644,877,79,0
1997,May,Taiwan,Asia,66894,59279,6033,1582,0
1997,May,Thailand,Asia,6729,3278,2219,663,569
1997,May,U.S.A.,North America,56680,27774,24156,4743,7
1997,May,United Kingdom,Europe,13685,5864,6433,1388,0
1997,November,Africa,Africa,1481,309,741,408,23
1997,November,Asia Unclassified,Asia,4661,1167,2269,1047,178
1997,November,Australia,Oceania,8641,3415,2614,856,1756
1997,November,Austria,Europe,948,468,428,52,0
1997,November,Belgium,Europe,1070,320,614,136,0
1997,November,Brazil,South America,2506,1772,451,229,54
1997,November,Canada,North America,8008,4323,2951,734,0
1997,November,China,Asia,23484,3514,8203,8677,3090
1997,November,Denmark,Europe,1080,388,643,49,0
1997,November,Europe Unclassified,Europe,3572,1366,1200,930,76
1997,November,Finland,Europe,1160,520,591,49,0
1997,November,France,Europe,5909,2108,3267,534,0
1997,November,Germany,Europe,8380,3126,4595,659,0
1997,November,Hong Kong,Asia,18449,15290,2719,270,170
1997,November,India,Asia,3256,587,1966,503,200
1997,November,Indonesia,Asia,3665,1027,1296,960,382
1997,November,Ireland,Europe,1038,479,453,106,0
1997,November,Israel,Asia,758,276,439,43,0
1997,November,Italy,Europe,3127,1054,1890,183,0
1997,November,Korea,Asia,78795,41747,30561,5269,1218
1997,November,Malaysia,Asia,6632,4359,2189,83,1
1997,November,Mexico,North America,778,435,267,76,0
1997,November,Netherland,Europe,2342,691,1528,123,0
1997,November,New Zealand,Oceania,2175,991,958,226,0
1997,November,North America Unclassified,North America,592,240,209,136,7
1997,November,Norway,Europe,869,266,583,20,0
1997,November,Oceania Unclassified,Oceania,227,71,79,60,17
1997,November,Philippines,Asia,7367,1261,1525,4189,392
1997,November,Russia,Europe,3358,1277,876,724,481
1997,November,Singapore,Asia,5068,2330,2404,334,0
1997,November,South America Unclassified,South America,1499,818,476,189,16
1997,November,Spain,Europe,1115,456,553,106,0
1997,November,Sweden,Europe,2117,566,1421,130,0
1997,November,Swiss,Europe,1811,568,1146,97,0
1997,November,Taiwan,Asia,55325,47476,6463,1386,0
1997,November,Thailand,Asia,4020,1175,1984,684,177
1997,November,U.S.A.,North America,52112,21209,26183,4717,3
1997,November,United Kingdom,Europe,14776,5535,8174,1067,0
1997,October,Africa,Africa,1735,388,762,562,23
1997,October,Asia Unclassified,Asia,5892,1367,2873,1512,140
1997,October,Australia,Oceania,9540,4080,2974,847,1639
1997,October,Austria,Europe,1333,527,509,297,0
1997,October,Belgium,Europe,1257,500,696,61,0
1997,October,Brazil,South America,2760,2073,392,233,62
1997,October,Canada,North America,9130,5384,2824,922,0
1997,October,China,Asia,25633,3990,7518,11179,2946
1997,October,Denmark,Europe,1400,597,749,54,0
1997,October,Europe Unclassified,Europe,3568,1181,1237,1113,37
1997,October,Finland,Europe,1111,426,589,96,0
1997,October,France,Europe,6850,2678,3470,702,0
1997,October,Germany,Europe,10975,3948,6144,883,0
1997,October,Hong Kong,Asia,21036,17289,2949,363,435
1997,October,India,Asia,3347,641,2089,501,116
1997,October,Indonesia,Asia,5645,2291,1945,1185,224
1997,October,Ireland,Europe,978,474,377,127,0
1997,October,Israel,Asia,1108,560,388,160,0
1997,October,Italy,Europe,4196,1445,2345,406,0
1997,October,Korea,Asia,93679,49969,36590,6320,800
1997,October,Malaysia,Asia,5265,2861,2285,119,0
1997,October,Mexico,North America,913,594,239,79,1
1997,October,Netherland,Europe,2940,1148,1674,118,0
1997,October,New Zealand,Oceania,2449,1101,1157,191,0
1997,October,North America Unclassified,North America,539,241,195,101,2
1997,October,Norway,Europe,898,332,496,70,0
1997,October,Oceania Unclassified,Oceania,361,103,142,106,10
1997,October,Philippines,Asia,8441,1610,1951,4536,344
1997,October,Russia,Europe,3158,1487,778,658,235
1997,October,Singapore,Asia,5843,2212,3091,539,1
1997,October,South America Unclassified,South America,1904,1086,480,302,36
1997,October,Spain,Europe,1617,820,654,143,0
1997,October,Sweden,Europe,2161,735,1308,118,0
1997,October,Swiss,Europe,2447,1106,1220,121,0
1997,October,Taiwan,Asia,82247,73791,6729,1727,0
1997,October,Thailand,Asia,6423,3029,2358,786,250
1997,October,U.S.A.,North America,64154,31801,28243,4110,0
1997,October,United Kingdom,Europe,16005,6237,8001,1767,0
1997,September,Africa,Africa,1314,300,485,499,30
1997,September,Asia Unclassified,Asia,4650,1181,1838,1499,132
1997,September,Australia,Oceania,10832,5784,2155,970,1923
1997,September,Austria,Europe,889,407,333,149,0
1997,September,Belgium,Europe,747,234,421,92,0
1997,September,Brazil,South America,2736,2084,306,284,62
1997,September,Canada,North America,6923,3479,2049,1395,0
1997,September,China,Asia,24163,3055,6387,11465,3256
1997,September,Denmark,Europe,757,212,464,81,0
1997,September,Europe Unclassified,Europe,2778,1031,864,846,37
1997,September,Finland,Europe,818,274,462,82,0
1997,September,France,Europe,4952,1715,2282,955,0
1997,September,Germany,Europe,6641,2710,3115,816,0
1997,September,Hong Kong,Asia,19833,16324,2520,466,523
1997,September,India,Asia,2887,529,1628,565,165
1997,September,Indonesia,Asia,4137,1225,1373,1326,213
1997,September,Ireland,Europe,857,393,304,160,0
1997,September,Israel,Asia,770,339,335,96,0
1997,September,Italy,Europe,2663,996,1370,297,0
